
"(37.756, -122.414)",2354

"(37.756, -122.414)",1608

"(37.756, -122.414)",1608

"(37.756, -122.414)",1608

"(37.756, -122.414)",164

"(37.756, -122.414)",2

"(37.756, -122.414)",2354

"(37.756, -122.414)",2
